id,name,id_number_masked,position,nationality,birth_date,notes,created_at
680,Indah Yanti Wijaya,5779********2679,Direktur Utama,Indonesia,1971-09-10,,2026-01-15 14:24:55.147724+00
681,Ahmad Dwi Susanto,5780********2680,Komisaris Independen,Indonesia,1990-10-15,,2026-01-15 14:24:55.147724+00
682,Wati Joko Prasetyo,5781********2681,Komisaris,Indonesia,1987-12-04,,2026-01-15 14:24:55.147724+00
683,Wahyu Putra,5782********2682,COO,Japan,1953-10-20,,2026-01-15 14:24:55.147724+00
684,Feri Prasetyo,5783********2683,Direktur,Indonesia,1982-12-25,,2026-01-15 14:24:55.147724+00
685,Kurnia Yulia Kusumo,5784********2684,Direktur Operasional,Indonesia,1962-12-19,,2026-01-15 14:24:55.147724+00
686,Feri Kusuma,5785********2685,Komisaris,Indonesia,1966-09-24,,2026-01-15 14:24:55.147724+00
687,Maya Suharto,5786********2686,COO,USA,1961-09-14,,2026-01-15 14:24:55.147724+00
688,Siti Dian Permana,5787********2687,Direktur Keuangan,Indonesia,1974-03-10,,2026-01-15 14:24:55.147724+00
689,Taufik Aditya,5788********2688,Sekretaris Perusahaan,Indonesia,1959-06-27,,2026-01-15 14:24:55.147724+00
690,Wahyu Hadi Kusuma,5789********2689,Sekretaris Perusahaan,Indonesia,1982-02-15,,2026-01-15 14:24:55.147724+00
691,Wahyu Raharjo,5790********2690,Komisaris Independen,Indonesia,1983-02-15,,2026-01-15 14:24:55.147724+00
692,Rizki Nugroho,5791********2691,Komisaris Utama,Indonesia,1976-06-06,,2026-01-15 14:24:55.147724+00
693,Hadi Raharjo,5792********2692,CFO,Indonesia,1961-04-17,,2026-01-15 14:24:55.147724+00
694,Eko Purwanto,5793********2693,Komisaris Independen,Indonesia,1957-09-28,,2026-01-15 14:24:55.147724+00
695,Wulan Hermawan,5794********2694,CEO,Indonesia,1969-02-21,,2026-01-15 14:24:55.147724+00
696,Hendra Permana,5795********2695,Komisaris Utama,Indonesia,1961-10-13,,2026-01-15 14:24:55.147724+00
697,Dwi Mahendra,5796********2696,CFO,Indonesia,1970-06-06,,2026-01-15 14:24:55.147724+00
698,Agus Utomo,5797********2697,Komisaris,Indonesia,1977-08-24,,2026-01-15 14:24:55.147724+00
699,Nita Irwan Mahendra,5798********2698,Sekretaris Perusahaan,USA,1987-12-04,,2026-01-15 14:24:55.147724+00
700,Fitri Andi Hartono,5799********2699,Komisaris,Indonesia,1985-11-02,,2026-01-15 14:24:55.147724+00
701,Budi Siti Nugroho,5800********2700,Sekretaris Perusahaan,Indonesia,1965-04-03,,2026-01-15 14:24:55.147724+00
702,Feri Sri Permana,5801********2701,Komisaris Independen,Indonesia,1956-04-25,,2026-01-15 14:24:55.147724+00
703,Dewi Putri Wijaya,5802********2702,Komisaris,Indonesia,1980-07-09,,2026-01-15 14:24:55.147724+00
704,Irwan Cahya,5803********2703,CFO,Indonesia,1984-06-26,,2026-01-15 14:24:55.147724+00
705,Dwi Setiawan,5804********2704,Direktur Utama,Indonesia,1963-06-02,,2026-01-15 14:24:55.147724+00
706,Budi Bambang Raharjo,5805********2705,Sekretaris Perusahaan,Indonesia,1990-05-13,,2026-01-15 14:24:55.147724+00
707,Ahmad Santoso,5806********2706,Direktur Keuangan,Indonesia,1969-03-11,,2026-01-15 14:24:55.147724+00
708,Hendra Kurnia Aditya,5807********2707,CFO,Indonesia,1970-07-19,,2026-01-15 14:24:55.147724+00
709,Adi Wahyu Gunawan,5808********2708,Komisaris Independen,Indonesia,1974-02-07,,2026-01-15 14:24:55.147724+00
710,Rina Rina Wijaya,5809********2709,CEO,Indonesia,1984-07-09,,2026-01-15 14:24:55.147724+00
711,Kurnia Hendro Pratama,5810********2710,Komisaris Utama,Indonesia,1978-09-07,,2026-01-15 14:24:55.147724+00
712,Wulan Wijaya,5811********2711,Direktur Operasional,Japan,1979-10-25,,2026-01-15 14:24:55.147724+00
713,Andi Cahya,5812********2712,Komisaris Utama,Malaysia,1961-09-08,,2026-01-15 14:24:55.147724+00
714,Sigit Rudi Putra,5813********2713,Direktur Operasional,Indonesia,1987-10-23,,2026-01-15 14:24:55.147724+00
715,Indah Tri Surya,5814********2714,Sekretaris Perusahaan,Indonesia,1955-06-25,,2026-01-15 14:24:55.147724+00
716,Rudi Ramadhan,5815********2715,COO,Indonesia,1957-08-16,,2026-01-15 14:24:55.147724+00
717,Nita Kusumo,5816********2716,CEO,Indonesia,1982-11-05,,2026-01-15 14:24:55.147724+00
718,Yulia Siti Ramadhan,5817********2717,Direktur Operasional,Malaysia,1963-02-19,,2026-01-15 14:24:55.147724+00
719,Putri Raharjo,5818********2718,Komisaris,Indonesia,1955-08-14,,2026-01-15 14:24:55.147724+00
720,Rina Ahmad Ramadhan,5819********2719,Direktur,Indonesia,1962-10-10,,2026-01-15 14:24:55.147724+00
721,Budi Suryanto,5820********2720,Direktur Keuangan,Indonesia,1987-11-11,,2026-01-15 14:24:55.147724+00
722,Ratna Dwi Nugroho,5821********2721,Komisaris Independen,USA,1966-02-16,,2026-01-15 14:24:55.147724+00
723,Wulan Ahmad Nugroho,5822********2722,Direktur Keuangan,Singapore,1975-09-23,,2026-01-15 14:24:55.147724+00
724,Ratna Permana,5823********2723,Komisaris,Indonesia,1953-08-18,,2026-01-15 14:24:55.147724+00
725,Andi Maya Putra,5824********2724,Sekretaris Perusahaan,Indonesia,1960-05-09,,2026-01-15 14:24:55.147724+00
726,Nita Susanto,5825********2725,Direktur Utama,Indonesia,1987-10-05,,2026-01-15 14:24:55.147724+00
727,Yulia Fitri Putra,5826********2726,COO,Japan,1978-10-04,,2026-01-15 14:24:55.147724+00
728,Dwi Putri Purwanto,5827********2727,Direktur Operasional,Indonesia,1990-11-05,,2026-01-15 14:24:55.147724+00
729,Hadi Joko Ramadhan,5828********2728,COO,Indonesia,1981-04-14,,2026-01-15 14:24:55.147724+00
730,Adi Irwan Gunawan,5829********2729,Komisaris Utama,Indonesia,1958-05-22,,2026-01-15 14:24:55.147724+00
731,Eko Rina Hartono,5830********2730,Komisaris Utama,Indonesia,1951-06-22,,2026-01-15 14:24:55.147724+00
732,Maya Andi Permana,5831********2731,Komisaris Independen,Indonesia,1986-07-14,,2026-01-15 14:24:55.147724+00
733,Dian Lestari Cahya,5832********2732,Sekretaris Perusahaan,Indonesia,1950-12-12,,2026-01-15 14:24:55.147724+00
734,Eko Hidayat,5833********2733,Direktur Utama,Indonesia,1959-06-17,,2026-01-15 14:24:55.147724+00
735,Hendra Cahya,5834********2734,COO,Indonesia,1978-12-08,,2026-01-15 14:24:55.147724+00
736,Yanti Prabowo,5835********2735,Komisaris Independen,Indonesia,1950-02-07,,2026-01-15 14:24:55.147724+00
737,Adi Eko Kusumo,5836********2736,Sekretaris Perusahaan,Indonesia,1963-06-01,,2026-01-15 14:24:55.147724+00
738,Rizki Suharto,5837********2737,COO,Indonesia,1972-07-04,,2026-01-15 14:24:55.147724+00
739,Rina Cahya,5838********2738,Direktur Keuangan,Indonesia,1986-11-28,,2026-01-15 14:24:55.147724+00
740,Rizki Suharto,5839********2739,Direktur Keuangan,Indonesia,1976-08-25,,2026-01-15 14:24:55.147724+00
741,Hendro Feri Setiawan,5840********2740,COO,Indonesia,1965-02-11,,2026-01-15 14:24:55.147724+00
742,Hadi Surya,5841********2741,Sekretaris Perusahaan,Indonesia,1985-07-02,,2026-01-15 14:24:55.147724+00
743,Nita Permana,5842********2742,COO,Indonesia,1977-09-14,,2026-01-15 14:24:55.147724+00
744,Hendro Irwan Putra,5843********2743,Komisaris Utama,Indonesia,1988-10-04,,2026-01-15 14:24:55.147724+00
745,Sari Hartono,5844********2744,Komisaris Independen,Japan,1950-06-13,,2026-01-15 14:24:55.147724+00
746,Rudi Wulan Setiawan,5845********2745,Komisaris Independen,Indonesia,1983-07-18,,2026-01-15 14:24:55.147724+00
747,Wati Taufik Prasetyo,5846********2746,Direktur Keuangan,Indonesia,1969-02-01,,2026-01-15 14:24:55.147724+00
748,Dian Dwi Hartono,5847********2747,CEO,Indonesia,1987-09-17,,2026-01-15 14:24:55.147724+00
749,Nita Setiawan,5848********2748,CFO,Indonesia,1953-06-11,,2026-01-15 14:24:55.147724+00
750,Sri Wibowo,5849********2749,Direktur,Indonesia,1987-09-02,,2026-01-15 14:24:55.147724+00
751,Rizki Mahendra,5850********2750,Direktur Operasional,Indonesia,1959-09-03,,2026-01-15 14:24:55.147724+00
752,Ahmad Nita Hidayat,5851********2751,Komisaris,Indonesia,1982-08-14,,2026-01-15 14:24:55.147724+00
753,Siti Nugroho,5852********2752,Direktur Operasional,Indonesia,1958-03-11,,2026-01-15 14:24:55.147724+00
754,Dwi Raharjo,5853********2753,Sekretaris Perusahaan,Indonesia,1954-06-04,,2026-01-15 14:24:55.147724+00
755,Fitri Yanti Gunawan,5854********2754,CEO,Indonesia,1954-05-23,,2026-01-15 14:24:55.147724+00
756,Andi Siti Surya,5855********2755,Direktur Utama,Indonesia,1986-09-25,,2026-01-15 14:24:55.147724+00
757,Sigit Mahendra,5856********2756,Direktur Keuangan,Indonesia,1978-04-11,,2026-01-15 14:24:55.147724+00
758,Ratna Hendra Susanto,5857********2757,Direktur,Indonesia,1959-11-21,,2026-01-15 14:24:55.147724+00
759,Andi Aditya,5858********2758,CEO,Indonesia,1958-08-11,,2026-01-15 14:24:55.147724+00
760,Hendra Utomo,5859********2759,Sekretaris Perusahaan,Indonesia,1980-06-11,,2026-01-15 14:24:55.147724+00
761,Rudi Eko Cahya,5860********2760,Direktur Operasional,Indonesia,1975-11-09,,2026-01-15 14:24:55.147724+00
762,Rizki Rina Permana,5861********2761,Sekretaris Perusahaan,Malaysia,1953-02-14,,2026-01-15 14:24:55.147724+00
763,Wishnu Dewi Ardiansyah,5862********2762,CFO,Indonesia,1989-03-19,,2026-01-15 14:24:55.147724+00
764,Hadi Putra,5863********2763,Direktur Operasional,Indonesia,1987-06-10,,2026-01-15 14:24:55.147724+00
765,Joko Suharto,5864********2764,Komisaris Independen,Indonesia,1979-04-26,,2026-01-15 14:24:55.147724+00
766,Siti Kusumo,5865********2765,Direktur Utama,Indonesia,1956-10-27,,2026-01-15 14:24:55.147724+00
767,Wulan Nugroho,5866********2766,CEO,Indonesia,1985-07-23,,2026-01-15 14:24:55.147724+00
768,Tri Setiawan,5867********2767,CEO,Indonesia,1960-08-14,,2026-01-15 14:24:55.147724+00
769,Bambang Budi Permana,5868********2768,Direktur Keuangan,Malaysia,1955-12-19,,2026-01-15 14:24:55.147724+00
770,Dewi Suharto,5869********2769,Komisaris Independen,Indonesia,1987-08-17,,2026-01-15 14:24:55.147724+00
771,Sigit Ramadhan,5870********2770,Sekretaris Perusahaan,Indonesia,1965-08-09,,2026-01-15 14:24:55.147724+00
772,Sari Pratama,5871********2771,Direktur Utama,Indonesia,1976-07-25,,2026-01-15 14:24:55.147724+00
773,Yulia Susanto,5872********2772,Direktur Operasional,Indonesia,1960-08-04,,2026-01-15 14:24:55.147724+00
774,Budi Sigit Putra,5873********2773,Komisaris,Indonesia,1974-04-12,,2026-01-15 14:24:55.147724+00
775,Sri Yanti Setiawan,5874********2774,Direktur Utama,Indonesia,1950-12-12,,2026-01-15 14:24:55.147724+00
776,Sigit Wati Wijaya,5875********2775,Komisaris Independen,Indonesia,1955-12-20,,2026-01-15 14:24:55.147724+00
777,Sigit Ratna Raharjo,5876********2776,Komisaris Independen,Malaysia,1956-08-12,,2026-01-15 14:24:55.147724+00
778,Ahmad Dewi Aditya,5877********2777,Direktur Utama,Indonesia,1967-11-15,,2026-01-15 14:24:55.147724+00
780,Dewi Yanti Setiawan,5879********2779,Komisaris Independen,Indonesia,1967-06-23,,2026-01-15 14:24:55.147724+00
781,Hadi Raharjo,5880********2780,CEO,Indonesia,1988-05-07,,2026-01-15 14:24:55.147724+00
782,Budi Ratna Wijaya,5881********2781,Direktur,Indonesia,1967-01-10,,2026-01-15 14:24:55.147724+00
783,Ahmad Wijaya,5882********2782,Komisaris Independen,Indonesia,1985-02-28,,2026-01-15 14:24:55.147724+00
784,Wati Nita Hermawan,5883********2783,Direktur Keuangan,Malaysia,1988-06-09,,2026-01-15 14:24:55.147724+00
785,Hendra Wulan Raharjo,5884********2784,CEO,Indonesia,1953-05-06,,2026-01-15 14:24:55.147724+00
786,Fitri Ramadhan,5885********2785,Komisaris,Indonesia,1963-12-06,,2026-01-15 14:24:55.147724+00
787,Kurnia Ahmad Suryanto,5886********2786,Komisaris Independen,Indonesia,1979-03-04,,2026-01-15 14:24:55.147724+00
788,Fitri Pratama,5887********2787,Komisaris Utama,Indonesia,1954-12-03,,2026-01-15 14:24:55.147724+00
789,Putri Putra,5888********2788,Sekretaris Perusahaan,Indonesia,1955-10-17,,2026-01-15 14:24:55.147724+00
790,Bambang Aditya,5889********2789,Direktur Utama,Indonesia,1990-09-15,,2026-01-15 14:24:55.147724+00
791,Ahmad Nurul Susanto,5890********2790,Komisaris Utama,Indonesia,1976-02-10,,2026-01-15 14:24:55.147724+00
792,Sri Kusumo,5891********2791,CEO,Indonesia,1971-11-03,,2026-01-15 14:24:55.147724+00
793,Sri Yanti Kusuma,5892********2792,Komisaris Utama,Indonesia,1967-02-11,,2026-01-15 14:24:55.147724+00
794,Putri Setiawan,5893********2793,Direktur Keuangan,Indonesia,1985-04-09,,2026-01-15 14:24:55.147724+00
795,Kurnia Suryanto,5894********2794,Direktur Utama,Indonesia,1969-12-23,,2026-01-15 14:24:55.147724+00
796,Sari Purwanto,5895********2795,Komisaris,Indonesia,1964-09-07,,2026-01-15 14:24:55.147724+00
797,Putri Utomo,5896********2796,Sekretaris Perusahaan,Indonesia,1967-04-23,,2026-01-15 14:24:55.147724+00
798,Sari Kusuma,5897********2797,Direktur Keuangan,Indonesia,1981-05-11,,2026-01-15 14:24:55.147724+00
799,Indah Raharjo,5898********2798,Direktur,Indonesia,1962-06-01,,2026-01-15 14:24:55.147724+00
800,Lestari Saputra,5899********2799,Komisaris Independen,Indonesia,1959-11-25,,2026-01-15 14:24:55.147724+00
801,Wati Yanti Wibowo,5900********2800,Direktur,Indonesia,1968-06-16,,2026-01-15 14:24:55.147724+00
802,Hadi Saputra,5901********2801,Direktur Keuangan,Indonesia,1986-06-15,,2026-01-15 14:24:55.147724+00
803,Adi Firmansyah,5902********2802,Komisaris,Indonesia,1966-01-02,,2026-01-15 14:24:55.147724+00
804,Eko Dian Raharjo,5903********2803,Komisaris Independen,Indonesia,1969-07-22,,2026-01-15 14:24:55.147724+00
805,Bambang Hermawan,5904********2804,Direktur Keuangan,Indonesia,1959-09-11,,2026-01-15 14:24:55.147724+00
806,Maya Cahya,5905********2805,Direktur,Malaysia,1958-12-04,,2026-01-15 14:24:55.147724+00
807,Ratna Dian Pratama,5906********2806,Komisaris Independen,Indonesia,1969-06-11,,2026-01-15 14:24:55.147724+00
808,Agus Sigit Kusuma,5907********2807,Direktur Utama,Indonesia,1954-10-01,,2026-01-15 14:24:55.147724+00
809,Hendra Wishnu Firmansyah,5908********2808,Direktur Utama,Indonesia,1957-09-21,,2026-01-15 14:24:55.147724+00
810,Dwi Cahya,5909********2809,COO,Indonesia,1987-02-12,,2026-01-15 14:24:55.147724+00
811,Dewi Ardiansyah,5910********2810,Direktur Keuangan,Indonesia,1971-01-06,,2026-01-15 14:24:55.147724+00
812,Wahyu Yulia Hidayat,5911********2811,Sekretaris Perusahaan,Indonesia,1988-01-09,,2026-01-15 14:24:55.147724+00
813,Tri Hendro Cahya,5912********2812,COO,Indonesia,1951-03-05,,2026-01-15 14:24:55.147724+00
814,Sigit Wishnu Hartono,5913********2813,Komisaris,Indonesia,1984-05-27,,2026-01-15 14:24:55.147724+00
815,Maya Taufik Hidayat,5914********2814,Komisaris,Indonesia,1953-05-11,,2026-01-15 14:24:55.147724+00
816,Maya Cahya,5915********2815,Direktur Utama,Indonesia,1976-11-10,,2026-01-15 14:24:55.147724+00
817,Agus Putra,5916********2816,Sekretaris Perusahaan,Indonesia,1973-07-23,,2026-01-15 14:24:55.147724+00
818,Hadi Hendra Hartono,5917********2817,CFO,Netherlands,1974-10-16,,2026-01-15 14:24:55.147724+00
819,Kurnia Dian Gunawan,5918********2818,Direktur Keuangan,Indonesia,1973-05-17,,2026-01-15 14:24:55.147724+00
820,Wishnu Rizki Hartono,5919********2819,Sekretaris Perusahaan,Indonesia,1974-10-05,,2026-01-15 14:24:55.147724+00
821,Rudi Hendra Ramadhan,5920********2820,Komisaris Utama,Indonesia,1970-01-21,,2026-01-15 14:24:55.147724+00
822,Nita Susanto,5921********2821,CEO,Indonesia,1977-02-19,,2026-01-15 14:24:55.147724+00
823,Indah Maya Firmansyah,5922********2822,Komisaris,Indonesia,1988-07-14,,2026-01-15 14:24:55.147724+00
824,Rina Purwanto,5923********2823,Komisaris Utama,Indonesia,1965-05-20,,2026-01-15 14:24:55.147724+00
825,Sigit Irwan Suharto,5924********2824,Direktur,Indonesia,1989-03-21,,2026-01-15 14:24:55.147724+00
826,Sigit Fitri Susanto,5925********2825,COO,Indonesia,1965-08-03,,2026-01-15 14:24:55.147724+00
827,Eko Kusuma,5926********2826,Direktur,Indonesia,1985-11-26,,2026-01-15 14:24:55.147724+00
828,Budi Santoso,5927********2827,Komisaris Utama,Indonesia,1964-06-23,,2026-01-15 14:24:55.147724+00
829,Budi Ahmad Prasetyo,5928********2828,Sekretaris Perusahaan,Indonesia,1961-08-18,,2026-01-15 14:24:55.147724+00
830,Andi Gunawan,5929********2829,CFO,Indonesia,1969-04-11,,2026-01-15 14:24:55.147724+00
831,Wishnu Andi Susanto,5930********2830,Komisaris Independen,Indonesia,1961-10-03,,2026-01-15 14:24:55.147724+00
832,Fitri Gunawan,5931********2831,Sekretaris Perusahaan,Indonesia,1987-12-08,,2026-01-15 14:24:55.147724+00
833,Irwan Maya Putra,5932********2832,Komisaris Utama,Indonesia,1963-11-03,,2026-01-15 14:24:55.147724+00
834,Tri Rina Permana,5933********2833,Sekretaris Perusahaan,Indonesia,1970-01-07,,2026-01-15 14:24:55.147724+00
835,Andi Susanto,5934********2834,Direktur Keuangan,Indonesia,1969-10-14,,2026-01-15 14:24:55.147724+00
836,Dewi Sri Gunawan,5935********2835,Direktur Operasional,Indonesia,1958-12-16,,2026-01-15 14:24:55.147724+00
837,Sigit Sari Firmansyah,5936********2836,Komisaris,Indonesia,1988-12-25,,2026-01-15 14:24:55.147724+00
838,Siti Agus Suryanto,5937********2837,Direktur Keuangan,Indonesia,1978-08-09,,2026-01-15 14:24:55.147724+00
839,Joko Raharjo,5938********2838,COO,Indonesia,1982-06-26,,2026-01-15 14:24:55.147724+00
840,Kurnia Indah Pratama,5939********2839,COO,Indonesia,1973-03-03,,2026-01-15 14:24:55.147724+00
841,Ahmad Indah Utomo,5940********2840,Sekretaris Perusahaan,Indonesia,1987-02-26,,2026-01-15 14:24:55.147724+00
842,Wati Wati Raharjo,5941********2841,Direktur Keuangan,Indonesia,1956-08-19,,2026-01-15 14:24:55.147724+00
843,Joko Andi Raharjo,5942********2842,Komisaris Utama,Indonesia,1989-09-05,,2026-01-15 14:24:55.147724+00
844,Rizki Sari Suryanto,5943********2843,Komisaris Independen,Indonesia,1962-08-08,,2026-01-15 14:24:55.147724+00
845,Budi Hendra Nugroho,5944********2844,Komisaris,Indonesia,1979-09-25,,2026-01-15 14:24:55.147724+00
846,Rizki Kurnia Suharto,5945********2845,Direktur Operasional,Indonesia,1973-08-16,,2026-01-15 14:24:55.147724+00
847,Dwi Wibowo,5946********2846,CFO,Indonesia,1956-11-28,,2026-01-15 14:24:55.147724+00
848,Wishnu Bambang Wibowo,5947********2847,Direktur,Indonesia,1960-05-19,,2026-01-15 14:24:55.147724+00
849,Dian Susanto,5948********2848,CFO,Indonesia,1955-03-04,,2026-01-15 14:24:55.147724+00
850,Dewi Purwanto,5949********2849,Direktur Utama,Indonesia,1980-02-22,,2026-01-15 14:24:55.147724+00
851,Sri Prabowo,5950********2850,CFO,Indonesia,1970-07-20,,2026-01-15 14:24:55.147724+00
852,Rina Setiawan,5951********2851,Direktur Utama,Indonesia,1978-02-04,,2026-01-15 14:24:55.147724+00
853,Wahyu Hidayat,5952********2852,CFO,Indonesia,1987-10-11,,2026-01-15 14:24:55.147724+00
854,Hadi Utomo,5953********2853,Komisaris Utama,Japan,1976-02-22,,2026-01-15 14:24:55.147724+00
855,Nita Wahyu Hermawan,5954********2854,CFO,Indonesia,1989-12-01,,2026-01-15 14:24:55.147724+00
856,Indah Sari Kusumo,5955********2855,Komisaris Independen,Singapore,1982-11-08,,2026-01-15 14:24:55.147724+00
857,Andi Putra,5956********2856,Direktur,Netherlands,1961-03-23,,2026-01-15 14:24:55.147724+00
858,Taufik Wibowo,5957********2857,CEO,Indonesia,1977-03-22,,2026-01-15 14:24:55.147724+00
859,Sari Ratna Santoso,5958********2858,Direktur Operasional,Indonesia,1972-12-22,,2026-01-15 14:24:55.147724+00
860,Sigit Hidayat,5959********2859,Komisaris Independen,Indonesia,1968-03-08,,2026-01-15 14:24:55.147724+00
861,Dian Hendra Prasetyo,5960********2860,Direktur Keuangan,Indonesia,1985-10-18,,2026-01-15 14:24:55.147724+00
862,Adi Dewi Prasetyo,5961********2861,Direktur Keuangan,Indonesia,1989-02-11,,2026-01-15 14:24:55.147724+00
863,Wati Kurnia Setiawan,5962********2862,CEO,Indonesia,1955-05-15,,2026-01-15 14:24:55.147724+00
864,Irwan Purwanto,5963********2863,Direktur Operasional,Indonesia,1958-01-15,,2026-01-15 14:24:55.147724+00
865,Nita Eko Utomo,5964********2864,Direktur Keuangan,Indonesia,1968-11-19,,2026-01-15 14:24:55.147724+00
866,Sari Rizki Putra,5965********2865,Komisaris Independen,Indonesia,1959-02-19,,2026-01-15 14:24:55.147724+00
867,Rizki Hermawan,5966********2866,Sekretaris Perusahaan,Indonesia,1967-07-23,,2026-01-15 14:24:55.147724+00
868,Taufik Dwi Setiawan,5967********2867,Komisaris,Indonesia,1976-12-23,,2026-01-15 14:24:55.147724+00
869,Wahyu Joko Permana,5968********2868,Komisaris Utama,Malaysia,1972-05-24,,2026-01-15 14:24:55.147724+00
870,Nurul Tri Wijaya,5969********2869,CFO,Indonesia,1972-01-08,,2026-01-15 14:24:55.147724+00
871,Joko Fitri Wijaya,5970********2870,CFO,Indonesia,1953-08-07,,2026-01-15 14:24:55.147724+00
872,Tri Sri Hermawan,5971********2871,Komisaris,Indonesia,1980-12-16,,2026-01-15 14:24:55.147724+00
873,Lestari Wishnu Ardiansyah,5972********2872,Direktur,Indonesia,1984-06-06,,2026-01-15 14:24:55.147724+00
874,Sari Raharjo,5973********2873,Direktur Operasional,Indonesia,1980-01-10,,2026-01-15 14:24:55.147724+00
875,Dewi Saputra,5974********2874,Direktur,Indonesia,1965-04-28,,2026-01-15 14:24:55.147724+00
876,Yanti Maya Suharto,5975********2875,CFO,Indonesia,1988-03-07,,2026-01-15 14:24:55.147724+00
877,Fitri Fitri Ramadhan,5976********2876,CFO,Singapore,1950-01-03,,2026-01-15 14:24:55.147724+00
878,Rina Sigit Putra,5977********2877,CFO,Indonesia,1962-05-06,,2026-01-15 14:24:55.147724+00
879,Wati Taufik Prasetyo,5978********2878,CFO,Indonesia,1958-11-12,,2026-01-15 14:24:55.147724+00
880,Wulan Sari Prabowo,5979********2879,Komisaris Independen,Indonesia,1953-01-07,,2026-01-15 14:24:55.147724+00
